Sentence,English_Translation,prefix
@Shockraborty Mummy aap hamesha mujhe hi daant lagati ho :( beta tum ghar ke bade ho na,"@Shockraborty Mummy, you always scold me:( son, you are the elder one in the family.",translate English to Hinglish: 
contra mein sabse diffucult .  . exploding pull paar karna .  . :p,most difficult in contra is crossing exploding bridge,translate English to Hinglish: 
@SecularTrainee lekin aaj to sundae hai,@SeculatTrainee but today is sunday,translate English to Hinglish: 
Gyan aur pyaar hamesha baantna chahiya.,we should always share knowledge and love.,translate English to Hinglish: 
@MeetUunngLee That's my vote too! :D Aaja aaj ya kal raat?,@MeetUunngLee that's my vote too! would you come today or tomorrow night?,translate English to Hinglish: 
Waitin 4 #Modi ji 2 say #Mitron 0 #Virat ki shadi bhi tabhi hui jab kendra me #BJP ki sarkar hai 0 Kya ye acche din nahi hai mitron ?,waiting for #Modi ji to say #Mitron 0 #Virat also got married after #BJP government came to power in center. Are these not good days?,translate English to Hinglish: 
shayadi ke bare me aapka kya khayal h. aap shyadi karoge ya fhir kaware rahoge. muje bahut badi tanson ho rahi h.,what about your marriage will you marry someone or remain single forever i am having lot of tension,translate English to Hinglish: 
"Aaj Jayesh famous hogaya, mummy khushi ke aansoo royegi https://twitter.com/IndiGo6E/status/601333586831273984?ÿƒ??","today jayesh is famous, mother will cry tears of happiness",translate English to Hinglish: 
"@KameeniChhori har chiz paisa nahi hoti simran, kuchh pyar bhi hota hai.","@KameeniChhori not everything is money simran, some love is also there",translate English to Hinglish: 
bt mai to fail hua tha socially useful productive work me :'(,But I was got failed while doing socially productive work.,translate English to Hinglish: 
@Pyyar_se_Michel Namaz ke time to ap snooker khelne chale jate ho aur AllaH rasool ki baatein ... ðŸ˜ðŸ˜•ðŸ˜‘ðŸ™…,@Pyaar_se_Michel at the time of namaz you go to play snooker and are talking about prophet…..,translate English to Hinglish: 
Heard k Sallu bhai ko musalmaano ki ab koi zarurath nahi rahi iz diz true???,heard that Sallu brother no longer needs muslims. is this true???,translate English to Hinglish: 
@Ra_Bies Sir pootna theek hai ya nahi,@Ra_Bies sir is it right to pee here,translate English to Hinglish: 
Iss mein Modiji ka haath hai jihttps://twitter.com/ArvindKejriwal/status/803502373180088321 …,modi is behind this https://twitter.com/ArvindKejriwal/status/803502373180088321 ,translate English to Hinglish: 
"Dil ka dard waqt nahi dekhta, post karo apne emo tweets. Apne dil ka haal jaanne ke liye sms karein MAINEMO on 534543 maasik shulk lagoo.","Heartache does not see time, post your emo tweets. To know the condition of your heart, please contact Manmo 534543 monthly fee.",translate English to Hinglish: 
esa nahi hai yaar ladkio k b game hote hai tetris lagao . . . . :p,not like that. girls too have games. let's play tetris.,translate English to Hinglish: 
ghost rider: spirit of vengeance was a lost cause .  you had nowhere to go but up after the 1st movie .  and then you decided to dig a hole .  .  .,"Ghost rider: Spirit of vengeance was a lost cause.  You had nowhere to go but up after the 1st movie , and then you decided to dig a hole.",translate English to Hinglish: 
Ab tu bhaag bhaag bhaag bhaag #Bakarmax http://bakarmax.com/comic/ab-tu-bhaag-bhaag-bhaag-bhaag/ …,now you run run run #Bakarmax http://bakarmax.com/comic/ab-tu-bhaag-bhaag-bhaag-bhaag/ …,translate English to Hinglish: 
Abe Kingfisher ki botal me daal ke chalaiyo..zyada upar jaega https://twitter.com/defencepk/status/786628886708809728 …,launch it using a kingfisher botal .. it will go higher https://twitter.com/defencepk/status/786628886708809728 …,translate English to Hinglish: 
@Sand_In_Deed sabko samaj me aaya hi nahi ,),translate English to Hinglish: 
@awk_doc haha.. Liberal padosi ghar aa gaye raat ke 2 baje.. Mummy papa se shikayat karne lage,@Incoming_Doc .: liberal neighbors came home at 2 o'clock .. mummy started complaining to papa,translate English to Hinglish: 
"if i was 21 i'd be in a room with noel gallagher ,  shaun ryder ,  bez etc but instead i'm in preston sat in kfc .  brilliant . ","if i was 21, i'd be in a room with noel gallagher,  shaun ryder,  bez etc but instead i'm in preston sitting in kfc . brilliant. ",translate English to Hinglish: 
@kanimozhi @khushsundar @kapil_kausik @mayuranit @Sahadev214 Poor sundae ? Pity him !,@kanimozhi @khushsundar @kapil_kausik @mayuranit @Sahadev214 poor sundae ? pity him!,translate English to Hinglish: 
bechara last night dekh ke delete karne wala hoga ki chotu ne baaji maar di  .  .  .,"poor guy, he was about to delete the photos after seeing last night but chotu won it.",translate English to Hinglish: 
RT @sailorsaurabh : Great job by railway ministry . Mr. Suresh Prabhu setting a benchmark of custoner service for other ministries .... https :/,RT @sailorsaurabh : Great job by railway ministry . Mr. Suresh Prabhu setting a benchmark of customer service for other ministries .... ,translate English to Hinglish: 
google+ hangout with : october 27th ! 2pm pacific / 5pm eastern via #askllcoolj #llcooljhangout http/URL #kpoptv #2pm,google+ hangout with : october 27th ! 2pm pacific / 5pm eastern via #askllcoolj #llcooljhangout #kpoptv #2pm,translate English to Hinglish: 
@Gurmeetramrahim Congratulations You too guru ji #MSGdedicatesAwardToAllFans,@Gurmeetramrahim congratulations to you too master #MSGdedicatesAwardToAllFans,translate English to Hinglish: 
42-6. BHARAT MATA KI JAI !! #IndvsPak,42-6 long live mother india.! #IndvPak,translate English to Hinglish: 
Pyaar maanga hai.. Khairaat nahi maangi..,"i have asked for love, not a donation.",translate English to Hinglish: 
"@BolshoyBooze Adivasi bhaiyon ka kalyan horaha aur tumko usmein racism dikhayi de raha hai, lagta hai tumhari shaadi hone wali hai :-P","@BolshoyBooze tribals are getting benefitted and you see recism in that too, looking like you are getting married",translate English to Hinglish: 
@Sulci_Gyri kabhi break bhi liya karo,@Sulci_Gyri take a break sometimes.,translate English to Hinglish: 
"if you have a clue know who this guy is  ,  tell us  ,  we have been trying to find out too  .  .  . ","if you have a clue now who this guy is , tell us , we have been trying to find out too.",translate English to Hinglish: 
guddu pakka mere school se hoga . . . harkatein same to same hein ,p,translate English to Hinglish: 
yaar itna dhaansoo humor kaha se late ho  .  .  .  .  .,where do you bring this much  humor? . . . .,translate English to Hinglish: 
@mahnoor Dono kartey hain.Bacchey pitey hain shikaari aadmi khaate hain,@mahnoor they do both. the kids drink while the hunters eat men.,translate English to Hinglish: 
RT @HudHud_Dabangg : Kohli ke baad sabse accha form abhi dhoni ka hai par he will come after out of form raina and yuvi .. hadh ho gayi,"@HudHud_Dabangg : after kohli the next best form is of dhoni, but still he will come after out of form raina and yuvi.",translate English to Hinglish: 
@indiantweeter ab tujhe invitation lagegi? Bas aisa hi paraya vyavhar jaari rakho. Dil toot jaata hai. @Alllahdin @AskThePankazzzz,@indiantweeter do you think you will need invitation? keep on with this stranger like behavior. this breaks my heart. @Alllahdin @AskThePankazzzz,translate English to Hinglish: 
Inhone sabko khud ki tarah bikau samajh rakha hai.https://twitter.com/AMadumoole/status/740857315243532288 …,they think that all people are salable like themselves. https://twitter.com/AMadumoole/status/740857315243532288,translate English to Hinglish: 
@dhaval241086 ye le inaam @Atheist_Krishnapic.twitter.com/FyHbEB4MLa,@Tavla ௨௪௧௦௮௬ A Le Inam @ the same_sta_krishnabik.twitter.com/pihpb ௪,translate English to Hinglish: 
@ClerkofGod bilkul nahi kiya @notlykYOU ki kasam,@Klerkofgod absolutely no swear by @notlikayou,translate English to Hinglish: 
#209 : Can anyone recommend some good streaming site to watch free movies online ?,#209 : Can anyone recommend some good streaming site to watch free movies online ?,translate English to Hinglish: 
"Paise nahi aaye koi freelancing ke mujhe 
Agle mahine aayenge. Tu pila.",I don't have any money from freelancing..i'll get it next month..you buy me a drink,translate English to Hinglish: 
chalk to kashmir hua karta ha tb .  dusre section wale maar kaat par utar aate the .,"once kashmir used to be a chalk, people of other used to be violent",translate English to Hinglish: 
"@IdrisGandhi @ravishndtv @ndtv @BJP4India @RSSorg i think tjey forgot to show song of Roja movie "" Bharat Hamko Jan se Pyara hai ""","@IdrisGandhi @Ravishanadattva @andattva @Bjp4Dindia @RSSorg i think they forgot to show song of roja movie ""bharat humko jaan se pyar hai""",translate English to Hinglish: 
agle episode mein kya guddu es baat ka badla lega  .  .  .  . intzaar mein agle episode k  .  .  . ting - tong  .  . ,-),translate English to Hinglish: 
Humari sabhayata humari pehchaan...,our civiliztion is our identity.,translate English to Hinglish: 
@manojsirsa @ImRaina abhi usne 50k ke UP pension ke liye apply kiya hai to kuch to karna padega hi na ?,"@manojsirsa @ImRaina He has recently applied for 50,000 UP pension. He has to do something?",translate English to Hinglish: 
pm modi kisi ka mazak nahi uda rahe hai .  .  .  .  .  .  . we to sachhae baya kar rahe hai .  .  .  .  .  .  jai hind .  jai bharat .,pm is not making fun of any one he is just telling the truth jai hind jai bharat,translate English to Hinglish: 
"@dan1shmemon woh toh hai, galat nahi hai usmen kuch :D","@dan1shmemon, it is there, there is nothing wrong in this.",translate English to Hinglish: 
@Amit_smiling yaar sab ek hi hai,@Amit_smilling all are one freind.,translate English to Hinglish: 
Jinko do waqt ka khana nasib nahi hota wo log bhi IPL pe comment kar rahe hai smhhttps://twitter.com/pk_ho_kia/status/849674565898846208 …,"people who are not able to afford 2 square meals, those people are also commenting on ipl smhhttps://twitter.com/pk_ho_kia/status/849674565898846208 …",translate English to Hinglish: 
"Iss root ki sabhi line vyast hai

~ Sehwag","every line in this route is busy
~ Sehwag",translate English to Hinglish: 
"""Mein tumhare pyaar me Gadkari ji ke garden ki sabjiya kha sakta hu""#SanghiEmo","""i can eat the vegetables from gadkari's garden in your love""#SanghiEmo",translate English to Hinglish: 
CHUBHI NA? ABHI CHUBHI NA?,it pricked right? now it pricked right?,translate English to Hinglish: 
sab bekar h..... koi nhi aane wala ..... salman nhi aayega,all is waste...no one is going to come...salman will not come,translate English to Hinglish: 
anna .  ab kya tu bhi naukari karega kya  ?  ?  tumhare sabhi ladke to set kar dia congress government ne,"anna, now will you also do a job?  all your guys, congress government has set",translate English to Hinglish: 
ohhh that is bad....god knows where our educatn systm is goin?,ohhh! that is bad... god knows where our education system is going?,translate English to Hinglish: 
" "" obma fails 2unite us ,  he divides us by sex ,  color , party , age ,  wealth nevada's 1st latino governor votes early for romney ,  predicts gop win "" "," obma fails to unite us,  he divides us by sex , color , party , age ,  wealth. nevada's 1st latino governor votes early for romney , predicts gop win. ",translate English to Hinglish: 
@Ruchira10 kya baat kahi hai. waah,@Ruchira10 very well said. nice,translate English to Hinglish: 
laufed  .  .  .  first u hav to correct ur english baad me sochna use  !  !  !,laughed.  .  .  first you have to correct you english then think about it!  !  !,translate English to Hinglish: 
@srkiany_blood sirf dhoni akele spin ko accha khelta hai . india mai .. baki suicide kr lete hain .. @iam_prs,@srkiany_blood only dhoni plays spin well. everyone else commits suicide. @iam_prs,translate English to Hinglish: 
"Jcd/Har Saal ki trah is Saal B'MAHASHIVRATRI ' 17 , Feb Subh 8se Sham 7bje tak ShamShan Bhumi'MASANY'me Mnai Jaegi Hindu Bair Drshn dy : PHGP/JCD","just like every year, this year also mahashivratri will be celebrated at cremation ground on 17th february, 8:00 a.m. to 7:00 p.m.",translate English to Hinglish: 
"Piyushbhai aka @friendlii_ghost , bowed to Amitabh bachchan. Gujarati sanskar. #EkDinToGujaroGujaratMein","piyushbhai aka @friendlii_ghost , bowed to amitabh bachchan. gujarati rites. #EkDinToGujaroGujaratMein",translate English to Hinglish: 
@Panditvani dhanyawaad bhraata!,@Panditvani Thanks a lot brother ,translate English to Hinglish: 
aankhon main aansu la diye .  :p,you brought tears to my eyes :p,translate English to Hinglish: 
Ham bechare @askGST_GoI @askGSTech @gstindia ko kyun blame kar rahe hai jab hamara Finance Minister hi Chutia hai?,"why you are blaming we all poor @askGST_GoI @askGSTech @gstindia, when our finance minister is basterd?",translate English to Hinglish: 
@Footloose_Free waah.. Chutti mana rahe ho ?,@Footloose_free wow! are you having a holiday?,translate English to Hinglish: 
@_SandSurfer lol hamesha karta hu be. koi dekhta nahi :(,@_SandSurfer laugh out louderi i do it every time. didn't anyone see,translate English to Hinglish: 
