sentence,english_translation
"""Tu Hindu banega na Musalman banega, insan ki aulad hai insan banega""
Sagarika: Maza nahi ayega phir :(","you will neither become a hindu not a muslim, you are a son of mankind and you will become a human. Sagarika: it won't be funny then"
abe s power ..,abe s power ..
"@someUSER 13th . there is no android device worth buying outside of the nexus line , in my opinion . especially not the galaxy s line",@someUSER 13th . there is no android device worth buying outside of the nexus line. in my opinion . especially not the galaxy 's line
"""Tum to thehre.. Pardesi.. Saath ka nibhaoge.. Subah pehli.. Subah pehli.. Gaadi se ghar ko laut jaoge.."" ~ Modi to Obama. Right now.","you are a foreigner, how much longer will you stay with me. you are going to return to your home, on the first car tomorrow morning ~ modi to obama. right now"
"@PrachiSharma707 Din bhi gazab chuna hai aapne, Friday ka. Logon ke dimaag mein toh madhushala hi hoti hai Shukrawar ko. Chalo theek kiya :D","@PrachiSharma707 you have chosen a wonderful day, friday. people have madhushala on their minds on saturday. you did right"
"RT @armaankohli : Om namoh shiva , Babaji sab Ke sath mere sath thoda zayada :-) wishing all BAM BHOLE NATH :-) mahashivratri ke badhaiya : -","salutations to lord shiva! dear priest, help everyone but help me more! happy mahashivaratri!"
@LEDtvn kiske liye sly maare jaa rahi hai,@LEDtvn for whom are going on telling a lie
Haha Eagerly Waited To See @princenarula88 Ur Intro Bhai ðŸ˜‚ðŸ˜‚ Zyada Nahi Bola Aapko ðŸ˜‚ðŸ˜‚ Bach Gaye ðŸ’ƒðŸ’ƒ @Comedy_N_Bachao ðŸ‘Œ https://t.co/D1g60nfAHl,haha eagerly waited to see @pricenarula88 ur intro bro. . didn't say much to you . . saved . . @comedy_n_bachao . .https://t.co/d1g60nfahl
No change in team hum to batting hi karege ... Are ye anushka kidhar hai .. #IndvsSA,"no change in team, we will do batting… where is this anushka . #IndvsSA"
Ye to bakloli karne me Digvijay aur Rahul se bhi aage nikal Gaya ! Sibbal Saab esi baatein krne se votes nahi milte...jate hain #tripletalaq,"he has even surpassed digvijay and rahul in doing stupidity! sibbal sir, you don't get votes by this, you lose them. #tripletalaq"
jo hogi wohi to chalaenge  @integrated_me,what is there that only will have to use  @integrated_me
"#IndVsPak sandar , VIRAT jit . puri team ne achha khela . cup ki or1 kadam . aise hi kadam badao , cup jit k aao . congrets TeamIndia .",#IndVsPak it was a glorious victory for team india. step closer to the cup the same way and win the cup. congrats team india.
"@Alllahdin @premlata_rai bilkul bhi nahi, majaal hai kisiko? Momo's phenk kar maaregi woh bhi Tibetian wale ","@Alllahdin @premlata_rai not at all, has anyone got guts to? she will throw momo's at us, and that too tibetian ones"
aaj agar ladoo ka pura dabba bi mil jaye to vo maja nahi aaega :(,"if we also find the full box of sweets, then that will not give enjoyment"
flop. thaki huee moviee. bigg flo[,Flop. Exhausted movie. Big flop
"Pollard ko West indies walo ne bhi nikal diya hai, Mumbai Indians wale pagal hai.",pollard has been dismissed by west indies also…. Mumbai Indians are stupid
sania toh ab pakistan ki ho gai hai .  .  .  . jo log nahi maante toh sonia gandhi ko kya khaenge ?  ?  ?  ?  sonia italy ki hai ya bharat ki ?,sania has now become a property of pakistan. . . . those who do not believe then what would the call sonia gandhi ? ? ? ? sonia is italy's or india's?
@MohitParmarr ye to IPL me aayee thi.. Deccan Chargers ke maalik ki beti ?,@MohitParmarr she came in ipl..daughter of deccan chargers's owner?
@paglapur Maharashtra mein toh hogaya hai bhai,@paglapur It is complete is maharashtra brother.
@RowdyTalks Rowdy bhai 2 kash maaro aur so jao,@rowdytalks rowdy smoke 2 puffs and sleep
retire ho gaya kya?,have you retired?
main tumhare saath kabhi nahi kar sakta. Okay?,i can't do with you ever. okay?
Bhai ye #GST ke bare m kisi ko kuch idea hai kya??,"does any one have idea, what #gst is?"
@Dishasatra @premlata_rai tumhare aane ke liye main apni zindagi nahi barbaad kar sakta na,@Dishasatra @premlata_rai i cannot waste my life over you coming 
channing tatum will be in white oak tomorrow ... for all you stalkers out there,channing tatum will be in white oak tomorrow ... for all you stalkers out there
Bajrangi bhaijaan 4:30 b baj gaye Kb aaoge.. Bhai kl Mera birthday.. Kal ki party meri taraf se,"Bajrangi brother it is 4.30, when will you come? brother tomorrow is my birthday. tomorrow's party from my side."
ha ha ha  . yehi hai right choice baby .,ha ha ha  . this is the rigth choice baby
"@twinitisha chalega, kaisi bhi banao","@twinitisha works, make it anyhow."
"@witchybitchygal ""Ye dharti meri meme hai meme"" @Atheist_Krishnapic.twitter.com/scVhuxg7YG","@witchybitchygal ""this earth is my meme"" @Atheist_Krishna picture : twitter.com/scVhuxg7YG"
Baat na bani....,it did not work out.
Barha aaye the humse panga lene . By the way 18 th ko phir se tv phorh ke video utube par dal dena . #Surgicalstrike ke liye tayyar raho,"Barha came to challenge us, by the way break your tv again on 18th and put it on youtube, be ready for #Surgicalstrike"
@Shakti_Shetty is tweet ke liye kal subah tujhe julaab honge shakti.,@Shakti_Shetty you will have loose motions for this tweet tomorrow morning shakti.
"happy new year guddu ,  stay the same forever , no matter how many years pass by","happy new year guddu ,   ,  chahe jitne bhi saal gujarjaye"
guddu bhai ko standing problem hogayee .  .  .  . chalo pamela ke bahane kuch raunak toh aayee guddu ke kacche me  .  .  .  .  .  :d :d :d,guddu has got a standing problem. at least because of pamela guddu’s underwear shines.
"Gareebi ka mahaul hai, aajkal metro lene laga hu.","It is the time of poverty, so I travel by metro these days"
Yahi Dhoni fan Dhoni ke haters badhate hain #INDvSL,these dhoni fans are the ones who increase the number of dhoni haters #INDvSL
Liar. Kejriwal is Modi bhakt and use to sar pe baitha rakha hai tum logo ne.https://twitter.com/angryoungwoman/status/811858525680975872 …,liar kejriwal is this modi devotee and has kept him sitting on your head. you:
Wicket lena #CongressMuktBharat se bhi zyada zaroori ab,taking a wicket now is more important than #CongressMuktBharat
Naare ki gunj ne theatres meun sachkhand le nazare dikha diye . It was ossum feeling #MustWatchMSG,the echo of the slogans raised in the theater showed me the views of sachkahnd.
"baby, ye saare kachhe khiladi hai yahan. So gaye :-(",baby these all are inexperienced players here. they have slept.
Chakke chhuda diye laundiya ne.  Mubarakahttps://twitter.com/yuvipajji9/status/705233604486385664Â â€¦,the girl wins  congrulations ttps://twitter.com/yuvipajji9/status/705233604486385664Â â€¦
howz it possibleee.. and ksee bhai jan,how is it possible. and with whom brother
yeh to usse bhi danger lagta hai mujhe  chal dusra email dekar karta hu hota hai to @Sand_In_Deed @ScoopWhoop,this is more dangerous than earlier one. i am trying to do with another email if it works @sand_In_Deed@ScoopWhoop 
RT @Tapash333 : #EhsaanFaramos Jiski wajase cricket khelrahahe unhi ke against hai . Warna Paki grnd mein canten kholke baithta #WT20 https :/,"Rat @ Tapas333: # Betrayer, he is against the same because of whom he is playing cricket. Otherwise, he would be having a canteen."
@Ra_Bies Poori duniya hilaayenge ye log.,@Ra_Bies these people will shake the whole world.
"Bahut achha kheli "" ye ab tak ka best badminton match tha "" #PVSindhu #Sindhu #WorldBadmintonChampionships # 2017 WBC #Okuhara","Very well played ""This was the best badminton match ever"""
@HaramiParindey jo bole so nihaal nahi dekhi? aapne kabhi hawa ko dekha hai :P,@HaramiParindey have you not watched jo bole so nihaal? Have you ever watched air!
"Bas aise hi reviews ki zaroorat hai, kaafi protsahan milta hai in baaton se. ","I just need reviews like these,this motivates me a lot"
@indiantweeter phone karta hu!,"@indiantweeter, will do a phonecall."
"thand kitni bhi ho ,  cycle race jarur hoti thi :-p","however cold it might be, cycle race indeed used to happen"
"@Tweepshikha meri achhai ka toh fayda utha rahe ho tum, mazaak udaa kar.","@Tweepshikha you are taking advantage of my kindness, don't make fun of it."
Tatkal ka ticket leke kal tak ghar wapas aa jaao yaar. #IndvsAus,take a tatkal ticket and come back home by tomorrow friend. #IndvsAus
"@ek_samosa_dena there bhi din aayenge chhote, achha khaasa hil jayega :-D","@ek_samosa_dena your days would also come chhote,would be moved considerably "
@HathwalaThakur hahaa.. Hope tere ghar aisa na ho ,)
"""Agle janam mohe Pakistani hi keejo"" - Rega Jha",next birth i want to be a pakistani - regha jha  
@heisenjit Tur gaya Punjab ya halley hai aithey,@heisenjit This is a Punjabi halley
@someUSER i don't see c .  edwards doing anything but racing hard on thurs in duels on @someUSER i'm sure he will be smart though !,@someUSER I don't see edwards doing anything but racing hard on thursday in duels on @someUSER I'm sure he will be smart though !
@Sharanyashettyy haan.. Par mila nahi kuch,@Sharanyashettyy yes.. but we didnt find anything
" "" @someUSER all aboard .  .  .  1st flight to hong kong then off to the uk from there .  .  #tweet_yah_later ""  enjoy"," "" @someUSER all aboard.1st flight to hong kong then off to the united kingdom from there. #tweet_yah_later ""  enjoy"
"#wednesdaywisdom from the old @someUSER alsip sign: do it now ,  since it will be yesterday tomorrow .  http/URL","#wednesdaywisdom from the old @someUSER also sign: do it now ,  since it will be yesterday tomorrow .  http/URL"
"bas kar bhai, rulayega kya? @ShaliniGoel11","stop it man, are you planning to make me cry? @ShaliniGoel11"
"just #watched dream high 2 episode 1 ,  i'll watch it tomorrow for next episode :d  .  .","just #watched dream high 2 episode 1 ,  i'll watch it tomorrow for next episode .  ."
4 vade pure hona mushkil hai, 70 ka kya hoga ?
"Mann ki baat, selfie ke saath. #1YearOfModi","talk of contemplation, with selfie. #1YearOfModi"
"tumhe islam aur hindu hi dikhai deta hai kya "" #EVM aur #Notebandi ghotala dikhao",Do you only see Islam and Hinduism? #EVM aur #Notebandi ghotala dikhao
"Kya kha ke paida kiya the Kejriwal ne isko?
https://twitter.com/meamabhishek/status/846758356756914176 …","what did kejriwal eat to birth him?
https://twitter.com/meamabhishek/status/846758356756914176 …"
hey mere bhaggu .  .  yeh to pol khul gayii aaj,hey my bhaggu .  .  we just revealed our secret
"Jai Hind Aunty! Aaj jashn hoga, bharat ka jashn, asli swaad ka jashn, vimal ke 25 saal ka jashn. Daane daane mein mutton ka swad","jai hind aunty! today we will celebrate, india's festival, festival of real taste, festival of 25 years of vimal. every grain has the essence of saffron"
@friendlii_ghost bhai paise lele.. Par pls karwa de,@frieindlii_ghost  brother take money. please let it be done.
sir aap hi ka program hai...jab aap fit ho jayien....https://twitter.com/timesofindia/status/885782518120693760 …,sir this program is yours..whenever you become fit ....https://twitter.com/timesofindia/status/885782518120693760 …
Juz in last 5 mints... 5000 comments and 10000 likes.. Itz juz awsum,"Juz in last 5 minutes, 5000 comments and 10000 likes, it's just awesome"
RT @mylifeasadesi1 : Robbinsville Akshardham in New Jersey https://t.co/R9x81R8uUd,rt @mylifeasadesi1 : robbinsville akshardham in new jersey https://t.co/R9x81R8uUd
Kaale neta ka kaala jaadu #YoNitishSoTantrik,Leader of tomorrow or black magic # vaginalism
"Aree @ArvindKejriwal ka kaam nei hai , Khali aarop lagata hai ! #CAGExposedGadkari :P","hey, this is not the work of @ArvindKejriwal, he is just claiming"
kabhi kabhi cassette ka plastic cover uttar kar .  .  . we had to use jus chip to play games .  .  .  .  .  lol .  .  .  .,sometimes we used to remove plastic cover of cassette .  .  . we had to use just chip to play games .  .  .  .  .  lol .  .  .  .
Started again in Bangalore?shabaash,started again in bangalore? fantastic man. 
".@i_fattimaayyy main toh tumhare pyaar mein gum hogaya hu DP dekh kar, baaki deshwale match dekh rahe hai.",@i_fattimaayyy  i’m lost in your love after seeing your display picture. other countrymen are watching match.
@Miss_Woww bhav kha liye,@Miss_Woww asserted your importance.
@scratchysingh Singh Saab ye sab bandh hona chahiye,@scratchysingh Singh Sir all this should stop
"Sakshi Dhoni to Anushka Sharma: ""Ahem"" #IndvsSA","Sakshi Dhoni to Anushka Sharma: ""Ehm"" #indvassa"
@anjanaomkashyap madam mai socha aaj ke verdict ke bare me #Hallabol karenge samjha tha .. #RightToPrivacy,"@anjanaomkashyap madam, i thought about today's verdict. i thought we'll do #Hallabol. #RightToPrivacy"
"@Javedakhtarjadu - bhai tu bada #JolllyLLB ban ke ghum riya hai 0 Jab #JNU me anti-national slogans gunj rahe the "" tab kaha the Mr. LITERATE","@Javedakhtarjadu - you are roaming around being #JolllyLLB, where were you when anti-national slogans were sung in #JNU, Mr. LITERATE"
and i wonder why most of the guys here won't look at any girl in the eye  .  .  .  .,And I wonder why most of the guys here won't look at any girl in the eyes.
@_SandSurfer @ghost_particle thode din baad yeh kissa savdhan india me aayega,@_SandSurfer @ghost_particle this incident will come in savdhan india after a few days
"TL dekh kar itni khushi kabhi nahi hui, jo iss saal horahi hai. 
#JaagoMard","I was never as happy as this year, watching timeline."
mai toh papa ke dibbe se 5-5 ke sikke chura ke unhi ko bechti thi :d,i stole coins of 5 rupees from my father's box and sold them to him
Apni gali me to Sharma bhi Kohli hota hai. #IndvsWI,Sharma is also Kohli in our abuses. #IndvsWI
RT @stenodeepika23 : @Gurmeetramrahim #LoveForMSG2MSG2 ka jadooDesho ke sath sath videsho mai bhi hai,rt @stenodeepika23 : @Gurmeetramrahim #LoveForMSG2MSG2 have their magic in the country and foreign
@oothikicha tu hai ke nahi?,@oothikicha are you not?
@dhaval241086 aur paas me Shobha Day night khadi hai,@dhaval241086 more near pride day night is standing
true. Sab chutiye hai,True. All is broken
Ab ki baar Bihar bachao #ModiJeetaoNitishBhagao,save Bihar this time #ModiJeetaoNitishBhagao
@t0m8a thode paise bhijwa,@t0m8a send some money
"Sir, Abhi desh ke sabhi state ka tour laga ne to nikle. Jaise 2014 ke election me aap nikle the. Aab dekhye kitna parivartan/ change hua hai ke nahi.","sir, now you have gone on a tour of every state of the country just like you left in the 2014 election, now watch if any change has happened or not."
